smiles,logP_ALOGPS,logS,logP_ChemAxon,solubility_ALOGPS,pKa_acid,pKa_base,PSA,Polarizability,H_Acceptor_Count,H_Donor_Count
CCO[P@](O)(=O)OP(O)(O)=O,-0.3,-1.2,-0.71,1.30e+01 g/l,1.78,,113.29,14.35,5,3
C[C@H](CO)CCO[P@](O)(=O)OP(O)(O)=O,-0.45,-1.4,-0.81,1.05e+01 g/l,1.78,-2.6,133.52,21.18,6,4
OC1=CC=C(C=C1OS(O)(=O)=O)[N+]([O-])=O,-0.63,-2.3,1.48,1.14e+00 g/l,-2.9,-5.6,126.97,18.24,6,2
CN(C)[C@@H]1CCC(C)=CC1,2.09,-0.27,1.87,7.44e+01 g/l,,10.16,3.24,17.7,1,0
C[N+](C)(C)CCS,-3.2,-3.5,-3.6,5.11e-02 g/l,9.7,,0,14.66,0,1
[NH3+][C@H](C=C)C([O-])=O,-1.7,-1.3,-2.5,7.71e+00 g/l,2.42,8.95,67.77,9.57,2,1
[H][C@](N)(COP(O)(=O)OC(C)C)C(O)=O,-1.6,-0.93,-2.1,2.68e+01 g/l,1.67,9.38,119.08,19.86,5,3
CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@@H]3C[C@H](O)[C@@H](O[C@H]4CCC(=O)[C@@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2C1)C(=O)C1=C(C(O)=CC=C1)C3=O,2.94,-3.8,4.23,1.34e-01 g/l,7.63,9.06,190.75,81.18,14,4
CC(C)(C)C1=NN(C(NC(=O)NC2=CC=C(Cl)C=C2)=C1)C1=CC=CC=C1,,,5.83,,11.37,1.9,58.95,38.29,2,2
N[C@@H](CS[AsH]O)C(O)=O,-3,-0.8,-3.6,3.37e+01 g/l,1.47,8.79,83.55,15.65,4,3
CC1=CC=C(C=C1)C1=NN(C2=C1C(N)=NC=N2)C(C)(C)C,3.06,-3.5,3.23,9.53e-02 g/l,19.66,3.71,69.62,31.75,4,1
[H][C@@](C)(NC(=O)[C@@]([H])(CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1)\C=C\C(=O)C=O,2.49,-5.4,3.65,1.70e-03 g/l,13.43,-4,101.57,42.65,4,2
OC1=C(O)C=C2C=CNC2=C1,1.11,-1.4,1.46,5.78e+00 g/l,8.72,-6.3,56.25,14.74,2,3
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O,-1.6,-2.1,-5.2,3.33e+00 g/l,0.4,4.86,232.6,34.28,12,6
[H][C@@](CCC(O)=O)(NCC1=C(COP(O)(O)=O)C=[NH+]C(C)=C1O)C(O)=O,-1.1,-3.2,-4.8,2.57e-01 g/l,0.98,9.84,187.76,34.05,9,7
[H][C@](CCCCCCCCCCCC)(CC(O)=O)OC(=O)CCCCCCCCCCCC,9.13,-7.2,10.17,2.97e-05 g/l,4.52,-7,63.6,60.06,3,1
N[C@@H](CCCCNC(C(O)=O)C(O)=O)C(O)=O,-3.1,-1.6,-5.6,6.37e+00 g/l,1.04,10.41,149.95,24.04,8,5
[H][C@]1(O)CCN2C[C@]([H])(O)[C@@]([H])(O)[C@]([H])(O)[C@@]12[H],-2.1,0.77,-2.6,1.11e+03 g/l,12.89,8.96,84.16,18.78,5,4
[H][C@](N)(C[C@]([H])(O)O[C@]([H])(C)[C@]([H])(N)C(O)=O)C(O)=O,-4.2,-0.92,-6.3,2.81e+01 g/l,1.62,9.2,156.1,21.94,8,5
[H][C@@]1(O)O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(OS(O)(=O)=O)[C@@]1([H])O,-2.1,-0.4,-4.7,1.04e+02 g/l,-2,-3,153.75,21.8,8,5
OC(=O)C(=C)OP(O)(O)=O,-1.2,-1.1,-0.64,1.32e+01 g/l,0.76,,104.06,11.57,5,3
[H]N(CCCCC)C(=O)[C@H](CC1=CC=C(N(C(=O)C(O)=O)C2=CC=CC=C2C(O)=O)C2=CC=CC=C12)N([H])C(C)=O,,,3.45,,2.53,-1.9,153.11,54.96,7,4
NCC[C@H](NC(=O)[C@@H](N)CCCNC(=N)N[N+]([O-])=O)C(N)=O,,,-4,,10.9,9.54,215.28,31.28,9,7
O[C@H]1CSSC[C@@H]1O,-0.44,-0.33,-0.59,7.05e+01 g/l,13.48,-3.3,40.46,14.18,2,2
OC[C@H]1O[C@]2(NC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O,-2.3,-0.03,-3.3,2.30e+02 g/l,8.21,-3,148.35,21.36,7,6
[H]N([H])[C@@]([H])(O)O[C@]1([H])CC2=CC=CC=C2[C@]1([H])[C@]1([H])CN([H])[C@@](CC2=CC=CC=C2)(CC([H])(O)C([H])(CC2=CC=CC=C2)N([H])C(=O)O[C@@]2([H])CCOC2)C1=O,1.63,-4.9,3.92,7.53e-03 g/l,11.4,7.78,152.37,67.9,8,5
[H]N([H])C1=NC(=O)C2=CC=CC(C)=C2N1[H],0.73,-2.2,1.53,1.12e+00 g/l,13.95,4.06,67.48,17.68,4,2
CCCC[N+]#[C-],2.16,-2.4,-0.63,5.00e-01 g/l,16.22,,4.36,10.22,0,0
COC1=C(F)C(F)=C(C(N)=O)C(F)=C1F,1.31,-2.9,1.24,3.09e-01 g/l,10.49,-2.4,52.32,15.8,2,1
CN,-1.1,1.07,-0.63,3.67e+02 g/l,,10.08,26.02,3.86,1,1
CCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,,,-6,,0.83,4.89,346.56,64.45,16,9
CC(=O)N[C@@H](CC1=CC=C(C(=C1)P(O)(O)=O)P(O)(O)=O)C(=O)N[C@H]1CCCCC2=CC(OCC3CCCCC3)=C(C=C12)C(N)=O,,,0.54,,1.27,-0.81,225.58,66.63,10,7
N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12,-0.62,-2.7,-1.7,1.11e+00 g/l,0.77,6.92,233.95,50.06,11,6
C[P@@](O)(=O)CC(=O)CC(O)=O,-1.9,-0.78,-1.1,2.99e+01 g/l,1.85,-7.8,91.67,14.7,5,2
N[C@@H](CCONC(N)=N)C(O)=O,,,-3.7,,2.1,10.34,134.45,17.02,7,5
[H][C@](N)(CCC(=O)N[C@@]([H])(CS[C@]1([H])C2=CC=CC=C2C2=CC=CC=C2[C@@]1([H])O)C(=O)NCC(O)=O)C(O)=O,-1.3,-4.2,-2.2,3.10e-02 g/l,1.8,9.31,179.05,50.25,8,6
[H]N([H])[C@@H](C[C@@H](F)CC\N=C(/C)N([H])[H])C(O)=O,-3.2,-2.2,-3.2,1.31e+00 g/l,2.54,11.84,101.7,20.47,5,3
ClC1=CC=C2C=C(C=CC2=C1)S(=O)(=O)N1CCN(CC1)C(=O)C1CCN(CC1)C1=CC=NC=C1,2.97,-4.2,2.85,3.43e-02 g/l,,8.72,73.82,51.65,5,0
CC(=O)OC[C@H](N)C(O)=O,-2.8,0.07,-3.4,1.74e+02 g/l,1.86,8.6,89.62,13.44,4,2
CC1=C(OC2=CC=C(O)C=C2C1=O)C1=CC(Br)=C(O)C(Br)=C1,4.9,-4.3,4.29,1.96e-02 g/l,6.01,-5.4,66.76,34.72,4,2
CC(O)CO,-1.1,1.1,-0.79,9.52e+02 g/l,14.47,-2.9,40.46,8.01,2,2
OCC[C@@H](O)[C@H](O)[C@H](O)\C=C\P(O)(O)=O,-1.9,-1.1,-3.4,2.10e+01 g/l,3.54,-2.4,138.45,21.1,7,6
[H][C@@]1(C)C[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)O1,-1.8,0.79,-1.2,9.04e+02 g/l,11.33,-3.3,69.92,14.6,4,3
[H][C@]1(COP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O,-1.1,-2,-5.3,4.61e+00 g/l,0.82,4.88,279.13,39.07,14,7
[H]N([H])N1C(=O)N([H])[C@@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O,,,-3.6,,9.63,1.85,165.58,22.51,8,6
CN(C)C=O,-0.77,1,-0.63,7.25e+02 g/l,,-1.3,20.31,7.69,1,0
[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSO)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1,,,-6.3,,0.83,4.89,366.79,67.91,17,10
CC(C)[C@@H](NC(N)=O)C(O)=O,-0.63,-0.87,-0.21,2.14e+01 g/l,4.02,-2,92.42,15.57,3,3
O=C1CCNC(=O)N1,-1.3,-0.64,-1.2,2.59e+01 g/l,11.73,-7.6,58.2,10.13,2,2
CO[C@H](CC1=CC=CC=C1)[C@H](C)\C=C(/C)\C=C\[C@H](N)[C@H](C)C(O)=O,0.71,-4.6,1.41,8.13e-03 g/l,4.01,10.01,72.55,38.15,4,2
CCCC[N+](CCCC)(CCCC)CCCC,3.54,-7.4,1.32,1.14e-05 g/l,,,0,33.6,0,0
OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O,1.99,-3.2,2.46,1.78e-01 g/l,6.38,-3.9,107.22,27.59,6,4
[Mg++].CC[C@@H]1[C@@H](C)\C2=C\C3=C(C(C)=O)C(C)=C([N-]3)\C=C3/N=C([C@@H](CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H]3C)C3=C4[N-]\C(=C/C1=N2)C(C)=C4C(=O)[C@@H]3C(=O)OC,,,12.82,,11.75,5.78,138.3,105.76,8,0
NC(=O)C1=CN=CC(Br)=C1,0.08,-1.1,0.37,1.67e+01 g/l,13.07,1.97,55.98,15.11,2,1
[H][C@@]1(C)C[C@]([H])(N[C@@]1([H])C(O)=O)N(C)O,-2.5,-0.01,-2.8,1.70e+02 g/l,3.11,7.43,72.8,17.51,5,3
OC(=O)CCCCCC(O)=O,0.51,-1.1,0.94,1.33e+01 g/l,4.05,,74.6,16.31,4,2
N[C@@H](CC(=O)OP(O)(O)=O)C(O)=O,-1.9,-1.2,-3.4,1.32e+01 g/l,1.08,8.6,147.15,16.08,7,4
[H][C@@](CCCC)(NC(=O)OCC1(CC2=CC=C(F)C=C2)CCC1)C(=O)C(=O)NC1=CC=NN1,2.92,-5,4.71,4.46e-03 g/l,8.94,2.36,113.18,46.28,4,3
C[C@@](CO)(OP(O)(O)=O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O,,,-4.1,,1.06,3.56,318.88,48.76,16,10
[H][C@@]1(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C[C@@]([H])(O)[C@@]([H])(O1)N1C=NC2=C(N)N=CN=C12,-0.68,-2.1,-4.7,3.83e+00 g/l,0.9,4.93,258.9,38.04,13,6
OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O,-1.4,-1.6,-5,1.50e+01 g/l,1.73,-3.6,291.54,45.39,14,9
CC(C)S[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,-1.1,-0.27,-1,1.28e+02 g/l,12.48,-3,90.15,23.79,5,4
O[C@H]1[C@@H](OP(O)(O)=O)[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]1OP(O)(O)=O,-0.45,-1.6,-4.3,1.15e+01 g/l,0.33,,307.5,34.19,14,10
NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=S)[C@@H](O)[C@H]2O)C(=O)N1,,,-2.9,,1.04,-0.37,277.74,42.12,13,8
CN(CC1=CC2=C(C=CC=C2)N1C)C(=O)\C=C\C1=CN=C(N)C=C1,2.42,-4,2.29,3.21e-02 g/l,,6.45,64.15,36.34,3,1
[H][C@](C(O)=O)(C1=CC=CC=C1)S(O)(=O)=O,-0.26,-2,0.91,2.41e+00 g/l,-1.3,,91.67,18.73,5,2
[H][C@](C)(N=C([O-])CCCC[C@]([H])(N=C(O)CN)C(O)=O)P(O)(O)=O,-2,-1.8,-2.1,5.52e+00 g/l,1.58,9.36,188.86,30.82,10,5
[H][C@@]1(O)[C@@]([H])(O)[C@]([H])(S)[C@@]([H])(CO)O[C@]1([H])S,-0.41,-1.4,-1,8.09e+00 g/l,8.59,-3,69.92,20.16,4,5
[H][C@@](CC1=CC=CC=C1)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1)C(=O)CO,2.72,-5.5,3.87,1.55e-03 g/l,12.54,-3.3,104.73,48.97,4,3
CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@H](OS(O)(=O)=O)[C@@H]1O,-2,-0.85,-4.9,4.29e+01 g/l,-2,-1.4,162.62,25.95,8,5
[H][C@]1(C\C=C(C)/CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1)C(\C)=C\C1=CSC(C)=N1,4.54,-5.3,5.1,2.46e-03 g/l,14.09,2.73,96.72,55.62,5,2
CN1[C@H]2CC[C@@H]1CC(=O)C2,0.44,0.59,0.7,5.41e+02 g/l,18.86,8.88,20.31,15.35,2,0
O=C1NC2=C(NN=N2)C(=O)N1,,,-0.17,,5.17,-3.1,99.77,11.9,4,3
NC(=N)C1=CC2=C(C=C1)N=C(N2)C(=O)C1=NC2=C(N1)C=CC(=C2)C(N)=N,0.87,-4.1,-3.4,2.63e-02 g/l,7.47,11.5,174.17,36.84,7,6
CON[C@H]1C[C@@H](N(C1)S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO,-0.31,-2.2,-0.61,2.32e+00 g/l,8.71,3.92,117.2,33.55,7,3
O=C(C1=CC=CC=C1)C1=CC=CC=C1,3.03,-3.7,3.43,4.01e-02 g/l,,-7.5,17.07,20.19,1,0
[H][C@@](CC(O)=O)(N(C)C(=O)C1=C(NS(=O)(=O)C2=CC3=CC=CC=C3C=C2)C=CC(OS(=O)(=O)C2=CC3=CC=CC=C3C=C2)=C1)C(O)=O,3.6,-6.2,4.36,4.44e-04 g/l,2.38,-1.9,184.45,66.21,9,3
OC(=O)\C=C\C1=CC(O)=C(O)C=C1,1.67,-2,1.53,1.61e+00 g/l,3.45,-6.3,77.76,17.34,4,3
[H][C@@](C)(O)C[C@](C)(O)CO,-0.94,0.52,-1.1,4.40e+02 g/l,13.98,-2.6,60.69,14.43,3,3
[H][C@](N)(CCSC)C(O)(O)C1=CC=CC=N1,-0.1,-1.4,0.2,9.28e+00 g/l,10.24,8.39,79.37,23.87,4,3
[H][C@@](CCSC)(NC(=O)[C@]1([H])CCCN1C(=O)[C@]([H])(CC1=CC=C(O)C=C1)NC(=O)CS)C(N)=O,1.31,-4.4,-0.14,1.97e-02 g/l,9.17,-3.4,141.83,49.33,5,5
[H][C@](N)(C(C)C)C(=O)N1CCCC1,0.26,0.16,0.35,2.44e+02 g/l,,8.51,46.33,19.77,2,1
[H][C@]1(O)C(=O)O[C@]([H])(CO)[C@]([H])(O)[C@]1([H])O,-2.2,0.52,-2.7,5.86e+02 g/l,11.62,-3,107.22,15.45,5,4
[H]N([C@@H]1CO[C@H](CO)C1)C(=O)[C@H](OCC1=CC=CC=C1)[C@H](O)[C@@H](O)[C@@H](OCC1=CC=CC=C1)C(=O)N([H])[C@@H]1[C@H](O)CC2=CC=CC=C12,0.72,-3.6,0.94,1.48e-01 g/l,12.09,-2.9,166.81,66.28,9,6
CC(C)C1=C2N=C(N[C@H]3CC[C@H](N)CC3)C=C(NC3=CC=C(C=C3)S(=O)(=O)N(C)C)N2N=C1,3.03,-4.7,2.85,9.34e-03 g/l,17.14,10.45,117.65,52.8,7,3
[H][C@@]12CC=C[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@]([H])(O)CC[C@]12C,5.13,-5.9,4.07,3.55e-04 g/l,18.3,-1.4,20.23,33.67,1,1
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)N(CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,,,-4.8,,11.7,-3.5,321.27,93.36,15,14
[H][C@@](CO)(CC1=CC=CC=C1)NC(=O)[C@@]([H])(NC(=O)[C@]([H])(C)NC(=O)OCC1=CC=CC=C1)C(C)C,1.87,-4.7,2.73,9.41e-03 g/l,12.46,-2.8,116.76,48.58,4,4
CC(C)C(=O)[C@@]12C(O)=C(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O,6.32,-5.9,9.67,6.32e-04 g/l,3.62,-7.3,71.44,63.75,4,1
[H][C@]1(COP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(NCC4=CC=CC=C4)N=CN=C23)[C@]([H])(O)[C@]1([H])O,-0.15,-2.4,-2.7,2.23e+00 g/l,1.77,4.71,218.61,46.18,12,6
[H][C@](N)(CC(O)=O)C(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,-2.3,-2.2,-5.8,2.59e+00 g/l,0.77,7.49,255.46,40.21,13,6
NC1=CC=CC(=C1)B(O)O,0.21,-1.7,0.86,2.53e+00 g/l,8.79,3.12,66.48,14.43,3,3
O=C1NNC(=O)C2=CC(=CC=C12)[N+]1=NC(\C=C\C2=CC=CC=C2)=NN1C1=NC2=C(S1)C=CC=C2,1.76,-5.2,2.28,2.81e-03 g/l,4.9,-0.88,105.68,48.48,5,2
[H][C@](C)(CC(O)=O)[C@]([H])(N)C(O)=O,-3.3,-0.63,-2.9,3.81e+01 g/l,2.02,9.6,100.62,14.93,5,3
N[C@@H](CC1=C[NH+]=CN1P(O)(O)=O)C(O)=O,-1.7,-2.2,-6.3,1.79e+00 g/l,0.27,8.98,139.92,19.79,6,5
OS(=O)(=O)OC[C@H]1O[C@@](COS(O)(=O)=O)(O[C@H]2O[C@H](COS(O)(=O)=O)[C@@H](OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@@H](OS(O)(=O)=O)[C@@H]1OS(O)(=O)=O,-1.8,-2.8,-4.1,1.45e+00 g/l,-3.4,,536.49,72.47,27,8
CCN1C(=O)CCC1=O,-0.09,0.68,-0.41,6.15e+02 g/l,,-6.7,37.38,12.72,2,0
O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=C(Br)C(=O)NC1=O,,,-0.81,,1.23,-3.2,145.63,28.84,7,4
COC1=CC=C(O)C(=C1)C1=NC2=C(N1)C=CC(=C2)C(N)=[NH2+],0.69,-3.6,1.29,8.02e-02 g/l,9.08,10.59,109.75,30.73,4,4
NC1=NC2=NN(N=C2C(O)=N1)C1=CC(=CC=C1)C(O)=O,0.02,-2,1.16,2.83e+00 g/l,3.9,-2.4,140.04,25.66,8,3
CC(=O)N[C@@H](CC1=CC=C(OCC(O)=O)C(=C1)P(O)(O)=O)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,,,1.63,,1.61,-1.9,182.57,65.46,9,5
[H][C@]1(CO)O[C@]2([H])O[C@]3([H])[C@@]([H])(CO)O[C@]([H])(O[C@]4([H])[C@@]([H])(CO)O[C@]([H])(O[C@]5([H])[C@@]([H])(CO)O[C@]([H])(O[C@]6([H])[C@@]([H])(CO)O[C@]([H])(O[C@]7([H])[C@@]([H])(CO)O[C@]([H])(O[C@@]1([H])[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]7([H])O)[C@]([H])(O)[C@@]6([H])O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O,-2.4,-0.09,-11,7.92e+02 g/l,11.56,-3.7,474.9,89.62,30,18
[H][C@](N)(CC[C@]([H])(N)C(O)=O)C[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,-3,-1.9,-5.1,4.63e+00 g/l,1.94,10.18,208.65,37.68,11,6
CCC1=C(C)C2=CC3=C(CC)C(C)=C(C=C4N=C(C=C5N\C(=C/C1=N2)C(C)=C5CCC(O)=O)C(CCC(O)=O)=C4C)N3C,4.96,-4.2,7.03,3.83e-02 g/l,3.8,5.2,121.1,67.64,6,3
[Cl-].[Pt++].C1=CC=C(N=C1)C1=CC=CC(=N1)C1=CC=CC=N1,2.78,-3.3,3.16,1.29e-01 g/l,,3.26,38.67,25.56,3,0
[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C=O,-2.4,0.16,-3.6,2.61e+02 g/l,12.26,-3,118.22,16.23,6,5
N[C@@H](CSO)C(O)=O,-3.1,0.4,-3.2,3.42e+02 g/l,1.87,8.69,83.55,12.41,4,3
NCCCCN,-0.98,0.43,-0.85,2.36e+02 g/l,,10.51,52.04,11.07,2,2
C[Te]CC([O-])=O,-0.3,-0.28,-0.29,1.16e+02 g/l,3.8,,40.13,9.16,3,0
CCCCC=O,1.41,-0.76,1.21,1.48e+01 g/l,17.95,-6.9,17.07,10.32,1,0
[H][C@]1(CO)O[C@@]([H])(OC2=CC=CC=C2N(=O)=O)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,-0.58,-1.2,-0.66,2.06e+01 g/l,12.2,-3,145.2,27.03,8,4
[H]N(O)C1=NC[C@@H](O)[C@H](O)[C@H]1O,,,-2.7,,9.74,3.08,105.31,14.37,6,5
[H][C@]1(CO)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(O[C@]3([H])[C@@]([H])(CO)N=C(NO)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,-2.9,-0.42,-6.9,1.98e+02 g/l,11.84,5.36,283.84,47.01,17,12
[H][C@](O)(COP(O)(O)=O)[C@@]([H])(O)C(=O)CO,-1.8,-0.95,-2.8,2.61e+01 g/l,1.48,-3.3,144.52,18.16,7,5
ONC(=O)C1=CC=CC=C1,0.17,-1.5,0.82,4.57e+00 g/l,9.05,-5.4,49.33,13.33,2,2
OC1=CC=CC(=C1O)C1=C(Cl)C=CC=C1,3.23,-3.3,3.62,1.05e-01 g/l,9.03,-6.3,40.46,21.64,2,2
C[C@H]1C[C@H](O)N[C@@H]2CCCCN(O[Fe@@]34O[C@@H](\C=C\CCCCCCC(O)=O)[N@](CCCC[C@H](NC(=O)[C@H]5COC(=N5)C5=CC=CC=C5O3)C(=O)O1)O4)C2=O,2.64,-3.9,2.33,1.03e-01 g/l,4.88,7.08,207.02,79.02,13,4
CC1=C(C)C(=O)C(C)=C(C)C1=O,1.92,-2,2.61,1.69e+00 g/l,,-7.4,34.14,17.93,2,0
NC1=C(C2=C(N)N=C(N)N=C2C=C1)[Cl](=O)=O,-0.3,-2.2,1.19,1.37e+00 g/l,17.16,4.98,137.98,21.35,7,3
CC(C)(CO)[C@@H](O)C([O-])=O,-0.34,0.46,-0.49,4.73e+02 g/l,3.96,-2.8,80.59,13.98,4,2
OC(=O)C1=CC(O)=C2C(Cl)=CC(Cl)=CC2=N1,3.63,-3.2,3.08,1.56e-01 g/l,3.69,0.38,70.42,22.69,4,2
CC1=CNC=C1,1.11,0.53,1.57,2.76e+02 g/l,18.08,,15.79,9.27,0,1
[H][C@]12C[C@@H](NC)[C@@H](OC)[C@](C)(O1)N1C3=C(C=CC=C3)C3=C4[C@@H](O)NC(=O)C4=C4C5=C(C=CC=C5)N2C4=C13,2.42,-3.8,3.41,7.89e-02 g/l,10.8,9.52,89.68,51.47,5,3
CC(C)CCCCCCCCC(=O)N(C)[C@H](CO)C(=O)N[C@H](C)C(=O)NCC(=O)N(C)[C@H]1C2=CC(=C(O)C=C2)C2=CC(C[C@H](NC(=O)[C@H](C)NC1=O)C(O)=O)=CC=C2O,2.92,-5,2.02,8.15e-03 g/l,3.54,-2.8,255.01,88.58,11,8
[H][C@](CS)(CC1=CC=CC=C1)NC(=O)CC(O)=O,1.75,-2.8,1.56,4.12e-01 g/l,4.11,-5.4,66.4,25.67,3,3
OC[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O,-2.6,0.85,-2.3,1.07e+03 g/l,11.31,-3,90.15,13.67,5,4
NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2OP(O)(O)=O)C(=O)N1,-2,-2,-3.3,3.56e+00 g/l,0.92,0.29,201.75,30.56,10,6
[H][C@@](N)(CC1=CN=CN1)C(=O)NC1=CC=C2C=CC=CC2=C1,1.1,-3.4,1.07,1.04e-01 g/l,12.75,8.01,83.8,30.46,3,3
NC(=[NH2+])C1=CC2=C(C=C1)N=CN2,-0.58,-2,-0.19,1.86e+00 g/l,11.77,10.92,80.29,16.75,2,3
[H][C@]1(CNCCC[C@@]1([H])OC(=O)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1O)NC(=O)C1=CC=C(O)C=C1,3.06,-5.1,3.27,3.95e-03 g/l,7.14,9.64,124.96,50.55,6,4
CC1=C(C=C2C(=C1)C(C)(C)CCC2(C)C)C1(CC1)C1=CC=C(C=N1)C(O)=O,6.15,-6.1,5.82,3.02e-04 g/l,3.93,2.53,50.19,42.12,3,1
[H]C(O)=O,-0.47,1.02,-0.27,4.77e+02 g/l,4.27,,37.3,3.37,2,1
CC1=CC=C2N=C3N(CC[C@@]3(O)C(=O)C2=C1)C1=CC=CC=C1,2,-3.2,2.88,1.98e-01 g/l,11.54,2.73,52.9,31.71,4,1
[H][C@]1(COP(O)([O-])=O)O[C@@]([H])(N2C=NC(C(N)=O)=C2[O-])[C@]([H])(O)[C@]1([H])O,-2,-1.9,-3.6,4.66e+00 g/l,1.21,2.78,203.25,27.57,9,4
CN1C=C(C2=C1C=CC=C2)C1=C(C(=O)NC1=O)C1=CN(CCCN)C2=C1C=CC=C2,3.25,-4.1,1.69,3.18e-02 g/l,9.61,10.41,82.05,43.82,3,2
OP(O)(=O)OC1=C(C=O)C=CC=C1,0.04,-1.7,0.73,4.44e+00 g/l,1.75,-7.3,83.83,16.33,4,2
FC1=CC=C(C(F)=C1)C1=CC(=CC2=C1CCC(=O)N2C1=C(Cl)C=CC=C1Cl)C1CCNCC1,5.52,-6.6,6.28,1.22e-04 g/l,19.58,10.04,32.34,48.3,2,1
CNC(=O)[C@@H](N)C(C)(C)C,0.04,-0.29,0.1,7.33e+01 g/l,16.28,8.24,55.12,16.49,2,2
COC1=CC=C(CNC(=O)NC2=NC=C(S2)[N+]([O-])=O)C=C1,2.05,-4.4,2.12,1.19e-02 g/l,7.52,-4.2,106.39,29.9,5,2
[H][C@]1(CCCN1C(=O)C(=O)C(C)(C)CC)C(=O)OCCCC1=CN=CC=C1,2.29,-3,3.43,3.32e-01 g/l,,4.93,76.57,39.45,4,0
N1C=NC2=C1N=CN1C=CN=C21,0.11,-0.83,-0.79,2.34e+01 g/l,9.21,4.68,58.87,15.09,3,1
